time,open,high,low,close,volume
2025-03-04 04:00:00,2976.63,2978.6,2976.65,2976.91,1995
2025-03-04 05:00:00,2976.19,2976.74,2975.4,2975.43,3482
2025-03-04 06:00:00,2976.06,2977.17,2974.71,2976.28,3556
2025-03-04 07:00:00,2965.4,2968.54,2963.47,2964.77,3320
2025-03-04 08:00:00,2963.64,2964.66,2963.52,2963.76,4170
2025-03-04 09:00:00,2965.93,2971.02,2965.33,2966.17,4835
2025-03-04 10:00:00,2975.18,2978.42,2973.48,2975.25,4921
2025-03-04 11:00:00,2972.07,2973.99,2971.59,2972.47,3151
2025-03-04 12:00:00,2968.46,2969.53,2966.52,2967.96,2237
2025-03-04 13:00:00,2965.29,2966.13,2964.53,2965.28,2784
2025-03-04 14:00:00,2970.48,2972.94,2967.56,2971.01,4735
2025-03-04 15:00:00,2974.06,2973.36,2972.46,2973.26,3809
2025-03-04 16:00:00,2970.18,2970.42,2969.96,2970.41,3834
2025-03-04 17:00:00,2973.85,2976.08,2971.89,2973.76,1164
2025-03-04 18:00:00,2975.45,2977.64,2971.8,2974.63,1998
2025-03-04 19:00:00,2980.95,2982.45,2977.18,2980.7,4924
2025-03-04 20:00:00,2976.05,2977.26,2973.76,2976.82,3567
2025-03-04 21:00:00,2976.04,2975.22,2972.64,2975.16,2307
2025-03-04 22:00:00,2973.38,2973.54,2972.02,2973.13,3564
2025-03-04 23:00:00,2964.4,2968.82,2959.62,2964.73,1656
2025-03-05 00:00:00,2966.07,2967.28,2965.66,2966.79,3660
2025-03-05 01:00:00,2969.22,2970.0,2968.26,2968.63,3211
2025-03-05 02:00:00,2969.2,2970.96,2965.88,2968.96,2909
2025-03-05 03:00:00,2967.93,2968.43,2963.85,2967.87,4730
2025-03-05 04:00:00,2960.56,2963.37,2955.65,2959.77,3046
2025-03-05 05:00:00,2958.16,2958.86,2955.16,2957.58,3111
2025-03-05 06:00:00,2955.15,2956.99,2953.8,2955.85,4162
2025-03-05 07:00:00,2951.03,2952.55,2950.22,2951.4,2140
2025-03-05 08:00:00,2950.24,2953.55,2949.19,2950.75,2889
2025-03-05 09:00:00,2953.92,2955.28,2952.33,2953.43,1266
2025-03-05 10:00:00,2963.95,2965.01,2963.25,2964.89,2845
2025-03-05 11:00:00,2966.36,2967.51,2966.21,2966.22,2708
2025-03-05 12:00:00,2968.57,2969.44,2967.7,2968.04,4630
2025-03-05 13:00:00,2968.65,2968.69,2966.99,2967.9,4211
2025-03-05 14:00:00,2956.51,2958.62,2955.43,2956.83,3293
2025-03-05 15:00:00,2957.61,2958.24,2955.06,2956.97,4732
2025-03-05 16:00:00,2956.84,2959.72,2957.44,2957.62,4829
2025-03-05 17:00:00,2973.21,2973.59,2969.57,2972.52,3442
2025-03-05 18:00:00,2970.93,2974.31,2969.39,2971.68,2510
2025-03-05 19:00:00,2973.56,2974.16,2973.38,2973.77,1475
2025-03-05 20:00:00,2974.45,2978.01,2972.42,2973.86,4588
2025-03-05 21:00:00,2966.51,2968.59,2963.48,2967.21,1976
2025-03-05 22:00:00,2973.76,2977.77,2974.13,2974.3,2207
2025-03-05 23:00:00,2979.52,2979.47,2978.83,2979.07,2043
2025-03-06 00:00:00,2984.53,2985.39,2981.06,2984.09,2960
2025-03-06 01:00:00,2979.24,2979.93,2977.7,2978.96,1557
2025-03-06 02:00:00,2988.02,2988.27,2985.58,2987.63,2017
2025-03-06 03:00:00,2979.65,2980.41,2975.86,2979.56,4595
2025-03-06 04:00:00,2982.86,2984.41,2980.92,2983.36,2605
2025-03-06 05:00:00,2996.45,2997.91,2995.6,2996.76,4600
2025-03-06 06:00:00,2990.49,2991.18,2990.67,2991.13,1882
2025-03-06 07:00:00,2988.86,2992.33,2986.12,2988.04,3194
2025-03-06 08:00:00,2989.1,2992.39,2988.19,2988.94,1665
2025-03-06 09:00:00,2986.03,2987.1,2984.05,2986.23,4375
2025-03-06 10:00:00,2977.2,2977.35,2973.51,2977.28,3667
2025-03-06 11:00:00,2978.88,2978.22,2974.9,2977.98,2771
2025-03-06 12:00:00,2971.27,2973.19,2970.98,2971.96,3867
2025-03-06 13:00:00,2975.25,2977.12,2972.83,2975.07,1863
2025-03-06 14:00:00,2969.92,2970.42,2969.62,2969.9,1581
2025-03-06 15:00:00,2979.65,2982.76,2975.89,2979.42,4070
2025-03-06 16:00:00,2974.09,2975.86,2974.41,2975.06,1694
2025-03-06 17:00:00,2974.18,2974.73,2973.14,2973.44,4833
2025-03-06 18:00:00,2979.44,2979.54,2977.65,2978.58,2251
2025-03-06 19:00:00,2971.68,2974.7,2968.36,2971.55,4173
2025-03-06 20:00:00,2973.59,2975.65,2972.17,2973.2,2610
2025-03-06 21:00:00,2982.13,2984.21,2980.22,2981.28,4488
2025-03-06 22:00:00,2972.42,2972.46,2969.67,2972.01,2239
2025-03-06 23:00:00,2972.71,2975.5,2967.66,2973.41,3454
2025-03-07 00:00:00,2975.4,2978.62,2975.19,2975.25,1398
2025-03-07 01:00:00,2980.42,2981.12,2976.66,2980.2,2946
2025-03-07 02:00:00,2972.98,2975.29,2969.81,2973.14,1714
2025-03-07 03:00:00,2966.06,2965.67,2964.68,2965.59,1703
2025-03-07 04:00:00,2969.85,2969.33,2967.78,2968.99,3808
2025-03-07 05:00:00,2971.9,2972.81,2970.11,2971.05,3546
2025-03-07 06:00:00,2972.73,2974.14,2970.84,2972.83,4825
2025-03-07 07:00:00,2974.42,2978.34,2974.59,2975.19,4536
2025-03-07 08:00:00,2972.41,2974.4,2969.91,2971.44,2714
2025-03-07 09:00:00,2973.8,2975.88,2970.67,2973.12,2972
2025-03-07 10:00:00,2974.41,2976.41,2974.96,2975.16,4021
2025-03-07 11:00:00,2972.05,2972.0,2970.8,2971.21,4802
2025-03-07 12:00:00,2983.36,2983.61,2980.86,2982.62,1081
2025-03-07 13:00:00,2985.78,2986.27,2984.09,2985.74,1603
2025-03-07 14:00:00,2979.12,2980.04,2978.48,2978.94,2970
2025-03-07 15:00:00,2982.95,2984.49,2982.42,2983.15,2710
2025-03-07 16:00:00,2976.75,2977.69,2975.81,2977.64,3046
2025-03-07 17:00:00,2982.3,2984.97,2981.02,2982.63,4822
2025-03-07 18:00:00,2990.45,2990.93,2986.86,2989.85,3819
2025-03-07 19:00:00,2984.25,2985.98,2984.7,2985.24,1902
2025-03-07 20:00:00,2990.96,2992.84,2991.25,2991.3,1364
2025-03-07 21:00:00,2993.86,2999.76,2992.57,2994.07,1162
2025-03-07 22:00:00,2999.37,3001.59,2994.45,2999.29,4119
2025-03-07 23:00:00,3011.83,3014.47,3009.23,3010.99,3558
2025-03-08 00:00:00,3009.51,3010.54,3008.34,3009.82,4400
2025-03-08 01:00:00,3005.28,3007.82,3005.02,3005.58,2863
2025-03-08 02:00:00,3001.02,3003.13,3000.41,3000.54,1115
2025-03-08 03:00:00,2995.85,2998.27,2994.92,2995.95,3988
2025-03-08 04:00:00,2995.24,2996.72,2992.66,2995.79,4920
2025-03-08 05:00:00,2998.04,2998.83,2997.07,2998.13,3384
2025-03-08 06:00:00,2999.37,3000.19,2998.5,3000.09,1880
2025-03-08 07:00:00,3004.71,3006.31,3002.85,3005.36,3784
2025-03-08 08:00:00,3005.74,3005.89,3005.15,3005.74,4935
2025-03-08 09:00:00,3014.63,3017.36,3012.08,3014.79,1839
2025-03-08 10:00:00,3014.33,3015.49,3012.56,3013.5,3194
2025-03-08 11:00:00,3029.96,3031.23,3030.17,3030.24,4646
2025-03-08 12:00:00,3034.5,3037.45,3031.11,3034.34,4877
2025-03-08 13:00:00,3029.71,3030.3,3027.11,3029.44,2346
2025-03-08 14:00:00,3022.29,3026.26,3021.79,3023.26,3490
2025-03-08 15:00:00,3026.81,3028.18,3024.86,3026.48,3884
2025-03-08 16:00:00,3024.79,3026.13,3025.03,3025.43,2036
2025-03-08 17:00:00,3030.98,3030.76,3027.76,3030.06,1942
2025-03-08 18:00:00,3032.53,3033.88,3031.2,3033.23,4565
2025-03-08 19:00:00,3032.92,3037.25,3032.97,3033.09,2724
2025-03-08 20:00:00,3027.44,3029.03,3027.41,3028.27,3334
2025-03-08 21:00:00,3020.4,3020.27,3018.02,3019.41,3767
2025-03-08 22:00:00,3017.02,3019.07,3016.66,3017.01,2137
2025-03-08 23:00:00,3022.68,3022.96,3021.75,3022.49,3527
2025-03-09 00:00:00,3023.22,3024.6,3022.43,3024.08,1021
2025-03-09 01:00:00,3017.36,3017.25,3016.69,3016.86,4420
2025-03-09 02:00:00,3017.63,3018.35,3016.06,3018.21,2749
2025-03-09 03:00:00,3021.63,3020.91,3014.99,3020.84,1682
2025-03-09 04:00:00,3015.21,3017.26,3014.93,3015.8,4906
2025-03-09 05:00:00,3016.41,3017.14,3015.22,3017.03,4637
2025-03-09 06:00:00,3016.76,3019.15,3012.96,3017.68,3953
2025-03-09 07:00:00,3011.04,3011.26,3009.08,3011.1,2833
2025-03-09 08:00:00,3013.68,3013.71,3012.31,3013.55,3367
2025-03-09 09:00:00,3016.37,3021.23,3013.12,3017.24,1125
2025-03-09 10:00:00,3024.63,3025.91,3024.04,3024.08,1276
2025-03-09 11:00:00,3030.67,3031.46,3029.31,3030.76,2999
2025-03-09 12:00:00,3022.78,3024.72,3022.36,3022.73,2227
2025-03-09 13:00:00,3017.25,3023.16,3014.61,3017.36,3241
2025-03-09 14:00:00,3020.58,3024.95,3019.48,3020.78,4752
2025-03-09 15:00:00,3024.3,3024.46,3022.59,3024.18,4735
2025-03-09 16:00:00,3026.91,3029.82,3026.64,3027.6,4618
2025-03-09 17:00:00,3050.69,3053.41,3049.42,3051.33,1695
2025-03-09 18:00:00,3055.84,3056.35,3054.87,3055.12,2309
2025-03-09 19:00:00,3063.26,3064.48,3059.12,3062.37,1056
2025-03-09 20:00:00,3068.27,3069.78,3067.88,3068.53,4805
2025-03-09 21:00:00,3072.38,3076.66,3072.33,3072.84,4374
2025-03-09 22:00:00,3071.49,3071.59,3070.62,3071.21,4234
2025-03-09 23:00:00,3076.0,3076.61,3073.05,3076.18,1018
2025-03-10 00:00:00,3070.79,3073.47,3069.97,3071.73,4441
2025-03-10 01:00:00,3069.9,3071.58,3070.43,3070.59,3311
2025-03-10 02:00:00,3068.35,3068.22,3067.55,3067.91,3841
2025-03-10 03:00:00,3069.04,3069.45,3062.34,3068.72,1112
2025-03-10 04:00:00,3082.33,3088.08,3082.67,3083.27,4559
2025-03-10 05:00:00,3071.53,3072.2,3070.58,3072.09,4398
2025-03-10 06:00:00,3076.07,3077.01,3075.76,3076.61,1541
2025-03-10 07:00:00,3067.36,3069.11,3064.71,3067.01,3694
2025-03-10 08:00:00,3063.46,3066.64,3064.2,3064.42,1578
2025-03-10 09:00:00,3070.62,3073.79,3068.54,3071.41,2088
2025-03-10 10:00:00,3072.71,3073.39,3070.28,3072.12,4363
2025-03-10 11:00:00,3065.16,3068.09,3064.47,3065.81,1024
2025-03-10 12:00:00,3062.04,3065.0,3057.98,3061.73,2572
2025-03-10 13:00:00,3065.68,3068.49,3064.04,3066.2,3048
2025-03-10 14:00:00,3061.23,3062.64,3061.14,3062.03,3958
2025-03-10 15:00:00,3063.15,3065.17,3061.1,3063.66,2572
2025-03-10 16:00:00,3064.69,3064.38,3064.11,3064.25,1140
2025-03-10 17:00:00,3061.28,3061.22,3058.86,3060.56,2767
2025-03-10 18:00:00,3074.68,3074.67,3073.05,3074.02,1647
2025-03-10 19:00:00,3078.03,3079.08,3076.54,3078.23,4972
2025-03-10 20:00:00,3066.43,3069.32,3064.81,3066.1,3235
2025-03-10 21:00:00,3066.96,3068.45,3065.49,3067.55,4199
2025-03-10 22:00:00,3063.38,3064.28,3063.13,3063.79,1200
2025-03-10 23:00:00,3070.12,3071.26,3068.52,3069.33,4198
2025-03-11 00:00:00,3063.8,3067.15,3062.86,3064.77,1256
2025-03-11 01:00:00,3063.55,3066.83,3063.53,3064.38,4747
2025-03-11 02:00:00,3067.2,3068.98,3063.66,3067.78,1546
2025-03-11 03:00:00,3072.46,3074.81,3071.27,3073.41,3241
2025-03-11 04:00:00,3065.71,3066.94,3066.29,3066.34,3750
2025-03-11 05:00:00,3064.76,3067.35,3061.77,3064.6,4175
2025-03-11 06:00:00,3061.84,3062.29,3061.84,3061.99,4606
2025-03-11 07:00:00,3059.09,3058.55,3057.4,3058.3,4336
2025-03-11 08:00:00,3070.06,3069.77,3067.3,3069.43,1801
2025-03-11 09:00:00,3071.9,3072.25,3071.36,3072.22,1941
2025-03-11 10:00:00,3064.31,3066.98,3064.42,3064.79,4455
2025-03-11 11:00:00,3070.49,3073.61,3068.76,3070.73,4331
2025-03-11 12:00:00,3084.28,3087.29,3081.72,3084.1,1413
2025-03-11 13:00:00,3090.32,3092.48,3085.6,3090.78,3014
2025-03-11 14:00:00,3081.96,3083.69,3080.55,3081.71,2381
2025-03-11 15:00:00,3078.86,3083.34,3078.39,3079.04,2098
2025-03-11 16:00:00,3087.26,3088.44,3086.77,3087.16,4426
2025-03-11 17:00:00,3082.97,3085.75,3082.39,3083.1,4655
2025-03-11 18:00:00,3085.73,3089.43,3085.47,3086.15,4842
2025-03-11 19:00:00,3092.14,3093.26,3090.65,3091.24,1909
2025-03-11 20:00:00,3086.35,3087.2,3085.49,3085.82,1187
2025-03-11 21:00:00,3085.04,3090.27,3083.13,3085.76,4756
2025-03-11 22:00:00,3066.87,3068.1,3064.12,3066.13,3015
2025-03-11 23:00:00,3060.14,3060.81,3057.88,3060.16,2313
2025-03-12 00:00:00,3059.71,3063.92,3056.29,3058.92,3092
2025-03-12 01:00:00,3052.2,3056.19,3051.37,3051.6,4644
2025-03-12 02:00:00,3061.74,3064.67,3057.65,3061.89,3130
2025-03-12 03:00:00,3052.49,3056.74,3052.23,3053.45,2146
2025-03-12 04:00:00,3050.61,3053.11,3048.47,3051.07,1357
2025-03-12 05:00:00,3052.25,3057.05,3052.13,3052.17,2551
2025-03-12 06:00:00,3061.56,3064.06,3059.29,3061.29,2089
2025-03-12 07:00:00,3052.33,3053.94,3051.81,3052.81,3983
2025-03-12 08:00:00,3059.51,3061.42,3058.55,3060.23,2680
2025-03-12 09:00:00,3061.27,3062.31,3059.51,3060.6,3422
2025-03-12 10:00:00,3055.87,3056.42,3054.43,3054.9,1161
2025-03-12 11:00:00,3058.08,3058.6,3057.3,3058.03,4817
2025-03-12 12:00:00,3058.9,3059.77,3058.77,3059.56,4451
2025-03-12 13:00:00,3055.74,3056.32,3054.35,3056.19,4727
2025-03-12 14:00:00,3055.96,3058.43,3053.69,3056.92,4429
2025-03-12 15:00:00,3055.7,3055.44,3054.23,3054.88,4259
2025-03-12 16:00:00,3055.11,3059.26,3053.44,3055.87,3369
2025-03-12 17:00:00,3060.38,3060.43,3057.19,3060.23,1449
2025-03-12 18:00:00,3069.81,3072.24,3068.26,3070.26,2497
2025-03-12 19:00:00,3063.08,3065.18,3062.11,3062.97,2036
2025-03-12 20:00:00,3076.68,3076.74,3075.57,3076.38,3231
2025-03-12 21:00:00,3065.36,3067.48,3064.65,3064.7,3158
2025-03-12 22:00:00,3063.48,3065.91,3062.26,3064.07,2950
2025-03-12 23:00:00,3067.01,3071.13,3067.34,3067.99,3555
2025-03-13 00:00:00,3069.29,3072.0,3067.66,3070.02,2313
2025-03-13 01:00:00,3067.3,3068.38,3064.13,3066.5,3342
2025-03-13 02:00:00,3066.28,3067.5,3064.6,3065.53,4522
2025-03-13 03:00:00,3063.01,3063.27,3062.42,3062.82,3951
2025-03-13 04:00:00,3059.72,3060.62,3058.95,3059.52,2238
2025-03-13 05:00:00,3065.36,3066.96,3064.51,3065.03,1973
2025-03-13 06:00:00,3066.87,3067.73,3066.35,3067.52,1631
2025-03-13 07:00:00,3064.41,3066.25,3062.63,3063.58,4965
2025-03-13 08:00:00,3069.24,3070.61,3067.66,3069.4,2590
2025-03-13 09:00:00,3071.36,3072.24,3068.91,3071.6,2050
2025-03-13 10:00:00,3076.94,3080.09,3076.65,3076.9,4701
2025-03-13 11:00:00,3080.18,3081.97,3077.21,3081.09,3780
2025-03-13 12:00:00,3075.63,3076.33,3074.29,3076.29,4302
2025-03-13 13:00:00,3073.63,3074.26,3071.8,3073.16,2588
2025-03-13 14:00:00,3077.23,3078.51,3077.03,3078.06,4878
2025-03-13 15:00:00,3082.33,3084.86,3081.77,3082.13,3368
2025-03-13 16:00:00,3081.8,3082.56,3081.61,3082.31,3960
2025-03-13 17:00:00,3083.12,3084.2,3082.36,3083.34,4304
2025-03-13 18:00:00,3091.11,3091.78,3090.27,3091.54,2693
2025-03-13 19:00:00,3087.9,3089.28,3085.97,3088.19,1436
2025-03-13 20:00:00,3092.32,3091.98,3091.06,3091.88,3828
2025-03-13 21:00:00,3090.53,3091.02,3090.46,3090.94,2556
2025-03-13 22:00:00,3090.04,3091.31,3088.56,3089.9,4474
2025-03-13 23:00:00,3096.96,3098.34,3093.21,3097.01,2076
2025-03-14 00:00:00,3102.76,3105.24,3102.17,3102.44,4858
2025-03-14 01:00:00,3108.67,3111.3,3105.85,3107.8,4384
2025-03-14 02:00:00,3116.7,3118.72,3114.02,3116.24,2304
2025-03-14 03:00:00,3116.11,3118.06,3116.44,3116.68,3773
2025-03-14 04:00:00,3120.31,3122.68,3116.9,3121.24,3078
2025-03-14 05:00:00,3119.15,3121.41,3117.93,3119.62,3384
2025-03-14 06:00:00,3122.15,3122.55,3120.89,3121.96,1182
2025-03-14 07:00:00,3120.56,3123.95,3121.27,3121.46,4094
2025-03-14 08:00:00,3122.37,3123.72,3121.71,3122.37,3591
2025-03-14 09:00:00,3126.6,3126.96,3126.02,3126.4,2469
2025-03-14 10:00:00,3121.27,3123.28,3120.19,3121.6,4145
2025-03-14 11:00:00,3135.55,3139.3,3134.14,3135.01,4081
2025-03-14 12:00:00,3128.23,3131.4,3127.99,3129.02,4555
2025-03-14 13:00:00,3120.89,3122.36,3121.22,3121.74,2479
2025-03-14 14:00:00,3129.75,3130.56,3127.82,3129.3,2589
2025-03-14 15:00:00,3134.56,3135.4,3133.34,3134.57,2587
2025-03-14 16:00:00,3139.17,3139.17,3136.93,3138.8,1659
2025-03-14 17:00:00,3142.93,3143.32,3140.89,3143.06,1159
2025-03-14 18:00:00,3142.79,3143.38,3142.22,3143.3,4953
2025-03-14 19:00:00,3138.61,3138.27,3136.36,3137.97,4085
2025-03-14 20:00:00,3139.36,3140.69,3138.03,3138.76,4249
2025-03-14 21:00:00,3135.22,3139.25,3131.15,3134.83,3459
2025-03-14 22:00:00,3140.81,3142.38,3140.82,3141.26,4949
2025-03-14 23:00:00,3140.83,3143.39,3139.95,3140.65,2011
2025-03-15 00:00:00,3135.51,3135.96,3135.75,3135.78,1052
2025-03-15 01:00:00,3133.27,3139.24,3133.48,3134.08,3455
2025-03-15 02:00:00,3137.82,3138.59,3135.39,3136.99,3894
2025-03-15 03:00:00,3133.04,3137.04,3130.53,3133.77,2045
2025-03-15 04:00:00,3129.83,3132.28,3126.82,3128.93,2053
2025-03-15 05:00:00,3130.66,3131.87,3128.63,3130.77,3750
2025-03-15 06:00:00,3131.98,3133.75,3130.71,3132.61,3307
2025-03-15 07:00:00,3129.84,3133.01,3126.33,3129.75,2228
2025-03-15 08:00:00,3127.86,3127.88,3126.91,3127.12,4130
2025-03-15 09:00:00,3129.35,3129.29,3128.55,3128.88,2494
2025-03-15 10:00:00,3120.76,3121.31,3120.01,3120.15,3823
2025-03-15 11:00:00,3112.0,3113.72,3109.36,3111.69,2489
2025-03-15 12:00:00,3107.91,3108.83,3105.68,3107.53,2035
2025-03-15 13:00:00,3107.21,3108.96,3106.04,3106.51,4702
2025-03-15 14:00:00,3108.26,3108.83,3106.81,3108.76,2950
2025-03-15 15:00:00,3118.23,3119.8,3117.25,3118.26,4361
2025-03-15 16:00:00,3123.36,3124.39,3123.54,3123.92,1849
2025-03-15 17:00:00,3124.21,3126.35,3121.23,3123.23,4831
2025-03-15 18:00:00,3124.32,3124.09,3118.02,3123.43,1353
2025-03-15 19:00:00,3116.56,3119.15,3116.13,3117.48,4710
2025-03-15 20:00:00,3118.09,3121.67,3116.37,3117.68,2098
2025-03-15 21:00:00,3117.04,3116.94,3112.53,3116.19,3920
2025-03-15 22:00:00,3117.88,3120.97,3117.49,3118.52,2739
2025-03-15 23:00:00,3113.81,3116.09,3110.92,3113.67,4632
2025-03-16 00:00:00,3118.05,3120.56,3116.94,3117.22,4662
2025-03-16 01:00:00,3126.17,3127.94,3125.2,3127.1,2464
2025-03-16 02:00:00,3127.13,3128.15,3123.51,3126.74,1990
2025-03-16 03:00:00,3129.16,3129.67,3126.93,3129.56,2264
2025-03-16 04:00:00,3135.05,3135.31,3130.92,3134.2,4065
2025-03-16 05:00:00,3132.94,3132.15,3130.51,3132.0,2884
2025-03-16 06:00:00,3134.6,3134.79,3133.56,3133.71,4225
2025-03-16 07:00:00,3134.05,3135.95,3130.9,3134.11,2809
2025-03-16 08:00:00,3135.76,3135.37,3134.54,3135.03,4167
2025-03-16 09:00:00,3131.19,3133.33,3128.82,3130.5,4797
2025-03-16 10:00:00,3130.61,3131.19,3126.63,3130.97,3341
2025-03-16 11:00:00,3135.06,3136.21,3134.05,3134.4,3256
2025-03-16 12:00:00,3142.9,3145.3,3143.58,3143.83,4414
2025-03-16 13:00:00,3150.37,3152.65,3149.08,3150.18,2111
2025-03-16 14:00:00,3163.55,3166.27,3164.0,3164.09,1817
2025-03-16 15:00:00,3158.8,3160.77,3156.16,3159.55,2799
2025-03-16 16:00:00,3164.54,3167.57,3164.14,3165.39,2960
2025-03-16 17:00:00,3167.26,3167.5,3166.48,3166.87,3437
2025-03-16 18:00:00,3180.76,3183.51,3179.6,3181.08,3372
2025-03-16 19:00:00,3176.71,3176.55,3173.62,3176.26,3987
2025-03-16 20:00:00,3170.38,3175.89,3170.03,3171.25,1888
2025-03-16 21:00:00,3167.4,3168.55,3167.69,3167.77,2855
2025-03-16 22:00:00,3154.73,3155.04,3153.8,3154.66,2180
2025-03-16 23:00:00,3152.24,3152.27,3150.27,3151.66,1667
2025-03-17 00:00:00,3146.83,3147.46,3144.38,3147.19,4722
2025-03-17 01:00:00,3148.7,3148.75,3148.28,3148.45,1632
2025-03-17 02:00:00,3151.69,3152.33,3147.91,3150.92,3624
2025-03-17 03:00:00,3163.31,3164.99,3161.56,3163.08,2642
